NO.,SMILES,BBB+/BBB-,group,BRIC_IDs,RING_IDs,SIDECHAIN_IDs,Flexibility_RDKit,MW_RDKit,LogP_RDKit,HBA_RDKit,HBD_RDKit,TPSA_RDKit,Charge_RDKit,HeavyAtom_RDKit,AtomStereo_RDKit,AtomCount_C_RDKit,AtomCount_H_RDKit,AtomCount_O_RDKit,AtomCount_N_RDKit,AtomCount_S_RDKit,AtomCount_F_RDKit,AtomCount_Cl_RDKit,AtomCount_Br_RDKit,AtomCount_I_RDKit,AtomCount_P_RDKit,AtomCount_B_RDKit,AtomCount_Li_RDKit,BondCount_Single_RDKit,BondCount_Double_RDKit,BondCount_Triple_RDKit,BondCount_Aromatic_RDKit,Total_Chiral_Centers_RDKit,R_Isomers_RDKit,S_Isomers_RDKit,E_Isomers_RDKit,Z_Isomers_RDKit,Num_4_Rings_Aromatic_RDKit,Num_4_Rings_NonAromatic_RDKit,Num_4_Rings_Total_RDKit,Num_5_Rings_Aromatic_RDKit,Num_5_Rings_NonAromatic_RDKit,Num_5_Rings_Total_RDKit,Num_6_Rings_Aromatic_RDKit,Num_6_Rings_NonAromatic_RDKit,Num_6_Rings_Total_RDKit,Num_8_Rings_Aromatic_RDKit,Num_8_Rings_NonAromatic_RDKit,Num_8_Rings_Total_RDKit,Num_Aromatic_Rings_RDKit,Num_NonAromatic_Rings_RDKit,Num_Total_Rings_RDKit,WienerIndex_RDKit,EccentricConnectivityIndex_RDKit,RadiusOfGyration_RDKit,LogP_PubChem,TPSA_PubChem,HBA_PubChem,HBD_PubChem,Flexibility_PubChem,Charge_PubChem,AtomStereo_PubChem,LogP_Avg,TPSA_Avg,HBA_Avg,HBD_Avg,Flexibility_Avg,Charge_Avg,AtomStereo_Avg
46,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,BBB-,A,BRIC0003; BRIC0014; BRIC0040; BRIC0058; BRIC0101; BRIC0102; BRIC0103; BRIC0104,RING0001; RING0002; RING0033; RING0037,SC0002; SC0006; SC0010; SC0014,9,493.615,4.59032,7,2,86.28,0,37,0,29,31,1,7,0,0,0,0,0,0,0,0,47,1,0,24,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,0,4,1,5,21236,2632,6.074123924,3.5,86.3,7,2,7,0,0,4.04516,86.29,7,2,8,0,0
47,Nc1ccn([C@@H]2CC[C@@H](CO)O2)c(=O)n1,BBB-,A,BRIC0067; BRIC0105; BRIC0106,RING0032; RING0037,SC0002; SC0005; SC0014,3,211.221,-0.2097,4,2,88.15,0,15,2,9,13,3,3,0,0,0,0,0,0,0,0,26,3,0,0,2,0,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,2,1693,471,2.993546907,-1.3,88.2,3,2,2,0,2,-0.75485,88.175,3.5,2,2.5,0,2
48,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,BBB-,A,BRIC0003; BRIC0017; BRIC0067; BRIC0107; BRIC0108; BRIC0109; BRIC0110; BRIC0111; BRIC0112,RING0001; RING0015; RING0041; RING0042; RING0043; RING0044,SC0002; SC0005; SC0006; SC0007; SC0010; SC0012; SC0018; SC0020,39,1802.733,4.0757,29,21,555.44,0,127,18,88,102,27,10,0,0,2,0,0,0,0,0,191,8,0,42,18,10,8,0,0,0,0,0,0,0,0,7,2,9,0,0,0,7,2,9,384388,12901,7.513770674,5.9,555,29,21,22,0,18,4.98785,555.22,29,21,30.5,0,18
49,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2O,BBB-,A,BRIC0113,RING0001; RING0045; RING0046,SC0002; SC0010; SC0012,3,324.771,3.07102,5,1,63.3,0,23,1,17,13,1,4,0,0,1,0,0,0,0,0,21,1,0,17,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3,3141,650,3.451713496,1.6,63.3,4,1,1,0,1,2.33551,63.3,4.5,1,2,0,1
50,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,BBB-,A,BRIC0114; BRIC0115,RING0001; RING0036; RING0047,SC0002; SC0007,6,287.359,3.383,3,2,62.32,0,21,1,17,21,3,1,0,0,0,0,0,0,0,0,33,1,0,10,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,2,1,3,4442,735,3.24762856,2.8,62.3,3,2,4,0,1,3.0915,62.31,3,2,5,0,1
51,CC(C)NC(O)COc1ccc(CC(N)=O)cc1,BBB-,A,BRIC0003; BRIC0017; BRIC0058; BRIC0116; BRIC0117; BRIC0118,RING0001,SC0002; SC0005; SC0006; SC0007; SC0010; SC0014,10,252.314,0.4096,4,3,84.58,0,18,1,13,20,3,2,0,0,0,0,0,0,0,0,31,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,4271,826,4.156181953,0.3,84.6,4,3,7,0,1,0.3548,84.59,4,3,8.5,0,1
52,CN=C(NC#N)NCCSCC1=NC=NC1C,BBB-,A,BRIC0009; BRIC0059; BRIC0085; BRIC0119,RING0048,SC0006; SC0007; SC0009; SC0010; SC0030; SC0031,7,252.347,0.23708,5,2,84.93,0,17,1,10,16,0,6,1,0,0,0,0,0,0,0,29,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2971,626,3.099976118,0.2,110,4,2,7,0,1,0.21854,97.465,4.5,2,7,0,1
53,CN=C(NC#N)NCCSCc1nc[nH]c1C,BBB-,A,BRIC0009; BRIC0014; BRIC0059; BRIC0085; BRIC0120,RING0049,SC0006; SC0007; SC0009; SC0010; SC0030; SC0031,7,252.347,0.5974,4,3,88.89,0,17,0,10,16,0,6,1,0,0,0,0,0,0,0,26,1,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2996,628,3.133013689,0.4,114,4,3,7,0,0,0.4987,101.445,4,3,7,0,0
54,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,BBB-,A,BRIC0001; BRIC0121,RING0050; RING0051,SC0002; SC0008; SC0010,9,470.694,6.4126,4,2,74.6,0,34,9,30,46,4,0,0,0,0,0,0,0,0,0,81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,20090,1876,4.19439651,6.4,74.6,4,2,1,0,9,6.4063,74.6,4,2,5,0,9
55,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,BBB-,A,BRIC0012; BRIC0017; BRIC0074; BRIC0122; BRIC0123; BRIC0124,RING0001; RING0026; RING0033; RING0052,SC0002; SC0005; SC0007; SC0010; SC0033,12,488.614,1.82222,8,1,109.13,0,34,0,23,32,4,6,1,0,0,0,0,0,0,0,54,4,0,11,0,0,0,0,0,0,0,0,1,0,1,1,2,3,0,0,0,2,2,4,16895,1906,4.365347067,2.5,118,8,1,8,0,0,2.16111,113.565,8,1,10,0,0
56,CCCn1c(=O)c2[nH]c(C3CCC(=O)C3)nc2n(CCC)c1=O,BBB-,A,BRIC0122; BRIC0125; BRIC0126,RING0037; RING0049; RING0053,SC0002; SC0007; SC0010,7,318.377,2.4485,4,1,86.37,0,23,1,16,22,3,4,0,0,0,0,0,0,0,0,39,3,0,5,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,1,2,3,5795,875,3.747022863,2.2,86.4,4,1,5,0,1,2.32425,86.385,4,1,6,0,1
57,CCCn1c(=O)c2[nH]c([C@H]3CCC(=O)C3)nc2n(CCC)c1=O,BBB-,A,BRIC0122; BRIC0125; BRIC0127,RING0037; RING0049; RING0053,SC0002; SC0007; SC0010,7,318.377,2.4485,4,1,86.37,0,23,1,16,22,3,4,0,0,0,0,0,0,0,0,39,3,0,5,1,0,1,0,0,0,0,0,1,1,2,0,1,1,0,0,0,1,2,3,5795,875,3.649378336,2.2,86.4,4,1,5,0,1,2.32425,86.385,4,1,6,0,1
58,COC(=O)Nc1nc2ccc(C(=O)N3CCN(c4ccccn4)CC3)cc2[nH]1,BBB-,A,BRIC0003; BRIC0004; BRIC0005; BRIC0040; BRIC0051; BRIC0074; BRIC0128,RING0001; RING0002; RING0033; RING0049,SC0001; SC0005; SC0020,4,380.408,2.0986,6,2,103.45,0,28,0,19,20,3,6,0,0,0,0,0,0,0,0,33,2,0,16,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,3,1,4,7974,1433,5.105805456,1.7,103,6,2,4,0,0,1.8993,103.225,6,2,4,0,0
59,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCC(O)CC2)n1,BBB-,A,BRIC0005; BRIC0103; BRIC0129; BRIC0130; BRIC0131,RING0001; RING0026; RING0037; RING0050,SC0002; SC0005; SC0026,6,368.412,3.6308,6,1,73.06,0,27,0,20,21,2,4,0,1,0,0,0,0,0,0,34,0,0,17,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,3,1,4,6813,1014,3.962717668,2.6,73.1,6,1,4,0,0,3.1154,73.08,6,1,5,0,0
60,NCc1c[n+]2ccccc2[nH]1,BBB-,A,BRIC0132; BRIC0133,RING0054; RING0055,SC0006,2,148.189,0.2121,1,2,45.91,1,11,0,8,10,0,3,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,785,270,2.426718841,0.8,45.9,1,2,1,1,0,0.50605,45.905,1,2,1.5,1,0
61,Nc1ccc(C(=O)O)cc1,BBB-,A,BRIC0001; BRIC0134,RING0001,SC0008; SC0014,2,137.138,0.967,3,2,63.32,0,10,0,7,7,2,1,0,0,0,0,0,0,0,0,10,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,468,193,2.372817921,0.8,63.3,3,2,1,0,0,0.8835,63.31,3,2,1.5,0,0
62,CCOc1ccc(C(=O)c2cccc3ccccc23)c2ccccc12,BBB-,A,BRIC0012; BRIC0017; BRIC0057; BRIC0135; BRIC0136,RING0001,SC0001; SC0002; SC0007,5,326.395,5.6227,2,0,26.3,0,25,0,23,18,2,0,0,0,0,0,0,0,0,0,23,1,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,5450,980,3.87889359,,,,,,0,,5.6227,26.3,2,0,5,0,0
63,Cc1ccccc1N=C1N(C)CCN1C,BBB-,A,BRIC0137,RING0001; RING0056,SC0010; SC0014,4,203.289,1.85972,1,0,18.84,0,15,0,12,17,0,3,0,0,0,0,0,0,0,0,26,1,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2,2390,489,2.752062603,1.7,18.8,1,0,1,0,0,1.77986,18.82,1,0,2.5,0,0
64,Cc1ccccc1NC1=NCCN1,BBB-,A,BRIC0043; BRIC0138,RING0001; RING0022,SC0010; SC0014,2,175.235,1.36612,3,2,36.42,0,13,0,10,13,0,3,0,0,0,0,0,0,0,0,20,1,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2,1429,383,2.79861535,0.9,36.4,1,2,2,0,0,1.13306,36.41,2,2,2,0,0
65,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,BBB-,A,BRIC0003; BRIC0027; BRIC0040; BRIC0048; BRIC0130; BRIC0139; BRIC0140,RING0001; RING0057,SC0007; SC0008; SC0010; SC0017; SC0020; SC0026,16,558.65,6.3136,6,4,111.79,0,41,2,33,35,5,2,0,1,0,0,0,0,0,0,54,2,0,23,2,2,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,4,0,4,21389,2096,4.807694951,5,112,6,4,12,0,2,5.6568,111.895,6,4,14,0,2
66,CN1[C@H]2CC[C@H]1[C@@H](CC(=O)O)[C@@H](OC(=O)c1ccccc1)C2,BBB-,A,BRIC0017; BRIC0027; BRIC0040; BRIC0141; BRIC0142,RING0001; RING0058; RING0059,SC0002; SC0005; SC0007; SC0010,5,303.358,2.1694,5,1,66.84,0,22,4,17,21,4,1,0,0,0,0,0,0,0,0,37,2,0,6,4,1,3,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,2,3,4857,850,,,,,,,0,,2.1694,66.84,5,1,5,0,4
67,CN1Cc2c(-c3noc(C(C)(C)O)n3)ncn2-c2cccc(Cl)c2C1=O,BBB-,A,BRIC0045; BRIC0046; BRIC0143,RING0001; RING0024; RING0025; RING0026,SC0002; SC0010; SC0012; SC0019,6,373.8,2.3887,7,1,97.28,0,26,0,17,16,3,5,0,0,1,0,0,0,0,0,28,1,0,16,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3,5100,906,4.2658736,1,97.3,6,1,2,0,0,1.69435,97.29,6.5,1,4,0,0
68,O=C(O)c1cc(=O)c2c(Cl)cc(Cl)cc2[nH]1,BBB-,A,BRIC0001; BRIC0144,RING0001; RING0014,SC0001; SC0002; SC0012,1,258.06,2.5701,4,2,66.4,0,16,0,10,5,3,1,0,0,2,0,0,0,0,0,13,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,790,288,3.217997531,2.5,66.4,4,2,1,0,0,2.53505,66.4,4,2,1,0,0
69,O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,BBB-,A,BRIC0067; BRIC0145; BRIC0146,RING0019; RING0026; RING0032,SC0002; SC0005,3,236.231,-0.0438,6,2,88.74,0,17,2,10,12,3,4,0,0,0,0,0,0,0,0,24,2,0,5,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,1,2,3,1832,506,3.090760874,-1.2,88.7,5,2,2,0,2,-0.6219,88.72,5.5,2,2.5,0,2
70,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,BBB-,A,BRIC0003; BRIC0067; BRIC0147; BRIC0148; BRIC0149,RING0001,SC0002; SC0005; SC0006; SC0007; SC0010,7,239.315,1.306,4,4,72.72,0,17,1,13,21,3,1,0,0,0,0,0,0,0,0,32,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3759,663,3.418002341,0.3,72.7,4,4,5,0,1,0.803,72.71,4,4,6,0,1
71,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,BBB-,A,BRIC0012; BRIC0017; BRIC0102; BRIC0122; BRIC0124; BRIC0150,RING0001; RING0019; RING0033; RING0060,SC0002; SC0005; SC0007; SC0010; SC0033,11,474.587,1.5291,8,1,109.13,0,33,0,22,30,4,6,1,0,0,0,0,0,0,0,51,4,0,11,0,0,0,0,0,0,0,0,1,0,1,1,2,3,0,0,0,2,2,4,14837,1727,4.504081835,1.5,118,8,1,7,0,0,1.51455,113.565,8,1,9,0,0
72,CN(C)Cc1ccc(CSCCNc2nc(=O)c(Cc3ccc4ccccc4c3)c[nH]2)o1,BBB-,A,BRIC0003; BRIC0009; BRIC0014; BRIC0033; BRIC0059; BRIC0112; BRIC0151; BRIC0152; BRIC0153,RING0001; RING0013; RING0019,SC0002; SC0006; SC0007; SC0009; SC0010; SC0014,11,448.592,3.9296,6,2,69.87,0,32,0,25,28,2,4,1,0,0,0,0,0,0,0,44,3,0,16,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,3,1,4,16235,2239,4.642036733,3.4,95.2,5,2,10,0,0,3.6648,82.535,5.5,2,10.5,0,0
73,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1,BBB-,A,BRIC0003; BRIC0005; BRIC0154; BRIC0155; BRIC0156,RING0001; RING0029; RING0033,SC0002; SC0005; SC0010; SC0012; SC0032,7,452.001,4.08212,6,2,70.67,0,29,0,20,22,3,3,2,0,1,0,0,0,0,0,36,2,0,16,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,3,1,4,8545,1271,3.855024286,4.2,107,7,2,5,0,0,4.14106,88.835,6.5,2,6,0,0
74,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,BBB-,A,BRIC0005; BRIC0097; BRIC0142; BRIC0157,RING0001; RING0057,SC0001; SC0002; SC0005; SC0007; SC0010; SC0012,6,357.793,3.92732,5,1,68.53,0,25,0,19,16,4,1,0,0,1,0,0,0,0,0,25,2,0,16,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3,4637,828,4.107142806,4.3,68.5,4,1,4,0,0,4.11366,68.515,4.5,1,5,0,0
75,COc1cccnc1CCCCNc1ncc(Cc2cccc(C)n2)c(=O)[nH]1,BBB-,A,BRIC0003; BRIC0005; BRIC0030; BRIC0031; BRIC0032; BRIC0033; BRIC0158,RING0002; RING0019,SC0002; SC0005; SC0007; SC0010; SC0014,10,379.464,2.31832,6,2,88.5,0,28,0,21,25,2,5,0,0,0,0,0,0,0,0,40,3,0,12,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,2,1,3,11000,1632,4.837401571,,,,,,0,,2.31832,88.5,6,2,10,0,0
76,Cc1ccc(N=C2N(C)CCN2C)c(C)c1,BBB-,A,BRIC0159,RING0001; RING0056,SC0010; SC0014,5,217.316,2.16814,1,0,18.84,0,16,0,13,19,0,3,0,0,0,0,0,0,0,0,29,1,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2,3065,583,2.992506437,2.1,18.8,1,0,1,0,0,2.13407,18.82,1,0,3,0,0
77,Cc1ccc(NC2=NCCN2)c(C)c1,BBB-,A,BRIC0043; BRIC0160,RING0001; RING0022,SC0010; SC0014,3,189.262,1.67454,3,2,36.42,0,14,0,11,15,0,3,0,0,0,0,0,0,0,0,23,1,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2,1918,465,3.024847081,1.8,36.4,1,2,2,0,0,1.73727,36.41,2,2,2.5,0,0
78,Cc1nc(Nc2ncc(C(=O)Nc3c(Cl)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,BBB-,A,BRIC0003; BRIC0021; BRIC0040; BRIC0074; BRIC0161; BRIC0162; BRIC0163,RING0001; RING0027; RING0033; RING0037,SC0002; SC0007; SC0010; SC0012; SC0014; SC0020,9,508.435,3.65852,9,3,106.51,0,33,0,21,23,2,7,1,0,2,0,0,0,0,0,41,1,0,17,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,3,1,4,12403,1863,5.595789461,3.9,135,9,3,7,0,0,3.77926,120.755,9,3,8,0,0
79,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,BBB-,A,BRIC0097; BRIC0164; BRIC0165; BRIC0166,RING0001; RING0061,SC0002; SC0010; SC0012; SC0031,3,407.644,4.34428,4,1,85.56,0,26,1,17,9,2,4,0,0,3,0,0,0,0,0,21,3,1,12,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,2,1,3,3310,771,4.352398237,4.1,85.6,4,1,3,0,1,4.22214,85.58,4,1,3,0,1
80,NCC1(Cc2noc(=O)[nH]2)CCCCC1,BBB-,A,BRIC0033; BRIC0132; BRIC0167; BRIC0168,RING0050; RING0062,SC0002; SC0006; SC0010,4,211.265,1.339,4,2,76.71,0,15,0,10,17,2,3,0,0,0,0,0,0,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,2,2070,451,2.809902048,1,76.7,4,2,3,0,0,1.1695,76.705,4,2,3.5,0,0
81,NCCc1nc(-c2ccccc2)cs1,BBB-,A,BRIC0027; BRIC0049; BRIC0169,RING0001; RING0027,SC0006; SC0010,4,204.298,2.3113,3,1,38.91,0,14,0,11,12,0,2,1,0,0,0,0,0,0,0,16,0,0,11,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,1535,450,3.003179417,2,67.2,3,1,3,0,0,2.15565,53.055,3,1,3.5,0,0
82,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,BBB-,A,BRIC0003; BRIC0008; BRIC0170; BRIC0171; BRIC0172,RING0001; RING0013; RING0063; RING0064,SC0002; SC0006; SC0010; SC0014,5,337.343,1.2399,9,3,126.85,0,25,0,16,15,2,7,0,0,0,0,0,0,0,0,25,2,0,16,0,0,0,0,0,0,0,0,2,0,2,1,1,2,0,0,0,3,1,4,5139,1100,3.654904452,2.2,127,8,3,5,0,0,1.71995,126.925,8.5,3,5,0,0
83,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,BBB-,A,BRIC0003; BRIC0142; BRIC0163; BRIC0173,RING0001,SC0001; SC0002; SC0010; SC0012; SC0014,4,296.153,4.3641,3,2,49.33,0,19,0,14,11,2,1,0,0,2,0,0,0,0,0,18,1,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2093,516,2.929606629,4.4,49.3,3,2,4,0,0,4.38205,49.315,3,2,4,0,0
84,O=c1[nH]cnc2c1ncn2[C@@H]1CC[C@H](CO)O1,BBB-,A,BRIC0067; BRIC0145; BRIC0174,RING0019; RING0026; RING0032,SC0002; SC0005,3,236.231,-0.0438,6,2,88.74,0,17,2,10,12,3,4,0,0,0,0,0,0,0,0,24,2,0,5,2,1,1,0,0,0,0,0,1,1,2,0,1,1,0,0,0,1,2,3,1832,506,3.188384873,-1.2,88.7,5,2,2,0,2,-0.6219,88.72,5.5,2,2.5,0,2
85,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,BBB-,A,BRIC0067; BRIC0145; BRIC0174,RING0019; RING0026; RING0032,SC0002; SC0005,3,236.231,-0.0438,6,2,88.74,0,17,2,10,12,3,4,0,0,0,0,0,0,0,0,24,2,0,5,2,1,1,0,0,0,0,0,1,1,2,0,1,1,0,0,0,1,2,3,1832,506,3.187519776,-1.2,88.7,5,2,2,0,2,-0.6219,88.72,5.5,2,2.5,0,2
86,OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,BBB-,A,BRIC0067; BRIC0175,RING0001; RING0045; RING0046,SC0005; SC0012,3,324.771,2.764,5,1,63.3,0,23,0,17,13,1,4,0,0,1,0,0,0,0,0,21,1,0,17,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3,3182,684,3.526321579,0.9,63.3,4,1,2,0,0,1.832,63.3,4.5,1,2.5,0,0
87,COc1ccc2c(c1)C(CC(=O)O)C(C)N2C(=O)c1ccc(Cl)cc1,BBB-,A,BRIC0005; BRIC0040; BRIC0097; BRIC0176,RING0001; RING0065,SC0001; SC0002; SC0005; SC0007; SC0010; SC0012,6,359.809,3.9558,4,1,66.84,0,25,2,19,18,4,1,0,0,1,0,0,0,0,0,31,2,0,12,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,2,1,3,5038,860,4.204627593,3.3,66.8,4,1,4,0,2,3.6279,66.82,4,1,5,0,2
88,COc1ccc2c(c1)[C@@H](CC(=O)O)[C@H](C)N2C(=O)c1ccc(Cl)cc1,BBB-,A,BRIC0005; BRIC0040; BRIC0097; BRIC0177,RING0001; RING0065,SC0001; SC0002; SC0005; SC0007; SC0010; SC0012,6,359.809,3.9558,4,1,66.84,0,25,2,19,18,4,1,0,0,1,0,0,0,0,0,31,2,0,12,2,1,1,0,0,0,0,0,0,1,1,2,0,2,0,0,0,2,1,3,5038,860,4.050826151,3.3,66.8,4,1,4,0,2,3.6279,66.82,4,1,5,0,2
89,O=C(O)c1ccc(-c2ccccc2)cc1,BBB-,A,BRIC0001; BRIC0027; BRIC0058,RING0001,SC0001; SC0002,2,198.221,3.0518,2,1,37.3,0,15,0,13,10,2,0,0,0,0,0,0,0,0,0,13,1,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,1322,420,3.315455491,3.5,37.3,2,1,2,0,0,3.2759,37.3,2,1,2,0,0
90,CN/C(=C/[N+](=O)[O-])NCCSc1ccc(CN(C)C)o1,BBB-,A,BRIC0009; BRIC0014; BRIC0059; BRIC0112; BRIC0151; BRIC0178,RING0013,SC0006; SC0007; SC0010; SC0016; SC0034; SC0035,12,300.384,1.3179,7,2,83.58,0,20,1,12,20,3,4,1,0,0,0,0,0,0,0,33,2,0,5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,5114,895,3.05967444,,,,,,0,,1.3179,83.58,7,2,12,0,1
91,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,BBB-,A,BRIC0009; BRIC0014; BRIC0059; BRIC0112; BRIC0151; BRIC0179,RING0013,SC0006; SC0007; SC0009; SC0010; SC0016; SC0036,13,314.411,1.459,7,2,83.58,0,21,1,13,22,3,4,1,0,0,0,0,0,0,0,36,2,0,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,6212,1025,3.375282282,0.3,112,7,2,9,0,0,0.8795,97.79,7,2,11,0,0.5
92,CN/C(=N\C[N+](=O)[O-])NCCSCc1coc(CN(C)C)c1,BBB-,A,BRIC0009; BRIC0014; BRIC0059; BRIC0112; BRIC0180; BRIC0181,RING0013,SC0002; SC0006; SC0007; SC0009; SC0010; SC0037; SC0038; SC0039,12,329.426,0.9736,6,2,95.94,0,22,1,13,23,3,5,1,0,0,0,0,0,0,0,38,2,0,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,7039,1132,3.302689859,,,,,,0,,0.9736,95.94,6,2,12,0,1
93,CN=C(C[N+](=O)[O-])NCCCSc1ccc(CN(C)C)o1,BBB-,A,BRIC0009; BRIC0014; BRIC0111; BRIC0112; BRIC0151; BRIC0182,RING0013,SC0006; SC0007; SC0009; SC0010; SC0016; SC0021,12,314.411,1.718,6,1,83.91,0,21,0,13,22,3,4,1,0,0,0,0,0,0,0,36,2,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,6210,1025,4.369536744,1.6,112,6,1,9,0,0,1.659,97.955,6,1,10.5,0,0
94,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,BBB-,A,BRIC0009; BRIC0014; BRIC0059; BRIC0112; BRIC0151; BRIC0182,RING0013,SC0006; SC0007; SC0009; SC0010; SC0016; SC0021,12,314.411,1.469,6,1,83.91,0,21,0,13,22,3,4,1,0,0,0,0,0,0,0,36,2,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,6212,1025,3.970307907,0.8,112,6,1,9,0,0,1.1345,97.955,6,1,10.5,0,0
95,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,BBB-,A,BRIC0009; BRIC0014; BRIC0059; BRIC0112; BRIC0151; BRIC0183,RING0013,SC0006; SC0007; SC0009; SC0010; SC0016; SC0040,13,314.411,1.459,7,2,83.58,0,21,0,13,22,3,4,1,0,0,0,0,0,0,0,36,2,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,6212,1025,3.332004282,0.3,112,7,2,9,0,0,0.8795,97.79,7,2,11,0,0
